Geo Point,NAME,STATE_NAME
"43.6250870279, -116.709270124",Canyon,Idaho
"37.7381978567, -100.437862948",Gray,Kansas
"34.8641146532, -84.3198525836",Fannin,Georgia
"35.0571811284, -83.7501767115",Clay,North Carolina
"18.1875265182, -65.8693174115",Las Piedras,Puerto Rico
"41.6322534258, -111.244509797",Rich,Utah
"28.5561708513, -82.4684895116",Hernando,Florida
"29.7472049939, -99.246244112",Bandera,Texas
"45.8138937581, -109.941013899",Sweet Grass,Montana
"33.2836981018, -90.9474546435",Washington,Mississippi
"41.8980358084, -90.5319724291",Clinton,Iowa
"18.4222580561, -66.0683255265",San Juan,Puerto Rico
"38.3916666453, -97.6480798696",McPherson,Kansas
"32.6011364841, -85.355562704",Lee,Alabama
"46.9361064669, -98.07154012",Barnes,North Dakota
"31.599703679, -92.5595204513",Grant,Louisiana
"44.0037525074, -92.401770932",Olmsted,Minnesota
"40.3984096201, -77.2622958162",Perry,Pennsylvania
"39.634170806, -106.116379137",Summit,Colorado
"33.9205455549, -84.867288503",Paulding,Georgia
"32.7145016626, -83.9863423246",Crawford,Georgia
"35.0060483545, -79.7477780226",Richmond,North Carolina
"33.9574736745, -91.7333211971",Lincoln,Arkansas
"33.0406559359, -84.6883115804",Meriwether,Georgia
"31.3909114388, -97.7992042907",Coryell,Texas
"41.3307464286, -94.4709413442",Adair,Iowa
"39.9541358004, -105.052664798",Broomfield,Colorado
"27.4775188749, -82.3575458711",Manatee,Florida
"36.2650187228, -76.2492413613",Pasquotank,North Carolina
"39.925343626, -78.1126836616",Fulton,Pennsylvania
"40.7472371326, -87.8242979012",Iroquois,Illinois
"41.6864421928, -92.531468397",Poweshiek,Iowa
"34.8100783219, -86.9813747654",Limestone,Alabama
"36.6783637366, -80.2842745676",Patrick,Virginia
"46.4569158173, -98.5354613133",LaMoure,North Dakota
"39.4336238198, -123.431553907",Mendocino,California
"29.8371164017, -97.6199983523",Caldwell,Texas
"44.4096825746, -92.7229029989",Goodhue,Minnesota
"35.4868150519, -83.4927393736",Swain,North Carolina
"43.1934752745, -117.623098133",Malheur,Oregon
"35.8579354045, -103.820048707",Harding,New Mexico
"32.0414016703, -88.6894044448",Clarke,Mississippi
"45.1566160513, -100.871863039",Dewey,South Dakota
"34.8873453574, -82.725248963",Pickens,South Carolina
"40.3016905964, -86.4751595355",Clinton,Indiana
"31.2971083422, -82.8799928978",Atkinson,Georgia
"18.3496368773, -66.1683365642",Bayamón,Puerto Rico
"37.5052112298, -76.9973400492",New Kent,Virginia
"29.3799669428, -94.8626717415",Galveston,Texas
"40.813888089, -81.3656367045",Stark,Ohio
"41.9388566679, -88.4286377038",Kane,Illinois
"34.3387988678, -80.5902184298",Kershaw,South Carolina
"36.8596987837, -86.8789382363",Logan,Kentucky
"37.2072808133, -86.68175556",Butler,Kentucky
"32.1170652349, -82.7245932678",Wheeler,Georgia
"45.943781443, -123.08825568",Columbia,Oregon
"34.9365348363, -77.9330277459",Duplin,North Carolina
"31.07624372, -92.001376741",Avoyelles,Louisiana
"42.5047730204, -102.408963566",Sheridan,Nebraska
"31.3587576021, -82.2127427051",Pierce,Georgia
"41.3364654753, -92.1786423155",Keokuk,Iowa
"36.2871782318, -92.3369721117",Baxter,Arkansas
"41.8713684138, -71.578520179",Providence,Rhode Island
"32.5897619047, -82.301708462",Emanuel,Georgia
"41.1129273435, -96.1119919612",Sarpy,Nebraska
"31.1883904668, -83.7688482856",Colquitt,Georgia
"39.3911561848, -88.8055049879",Shelby,Illinois
"33.7997498678, -110.811737097",Gila,Arizona
"31.2142247537, -88.6391629414",Greene,Mississippi
"45.4237232587, -91.8483120037",Barron,Wisconsin
"29.6086348479, -81.7443041288",Putnam,Florida
"42.2465394718, -85.0055834874",Calhoun,Michigan
"38.6874292494, -96.6498496136",Morris,Kansas
"62.3046703274, -149.580200458",Matanuska-Susitna,Alaska
"39.008475666, -94.3461007818",Jackson,Missouri
"33.6756265521, -97.7246531212",Montague,Texas
"39.1123184538, -77.9966807915",Clarke,Virginia
"31.6407805038, -88.6957976971",Wayne,Mississippi
"42.7378473183, -96.2140273941",Plymouth,Iowa
"39.4469307309, -119.529362193",Storey,Nevada
"33.0884910001, -89.0344291744",Winston,Mississippi
"33.12869729, -90.5266210224",Humphreys,Mississippi
"32.776276295, -81.1407026054",Hampton,South Carolina
"30.8338568988, -83.2677076921",Lowndes,Georgia
"30.7863379319, -96.9768199136",Milam,Texas
"37.3360260406, -77.9761379333",Amelia,Virginia
"31.7626226688, -84.7541920738",Randolph,Georgia
"31.8310952481, -99.9762313036",Runnels,Texas
"40.0508013832, -86.4686962098",Boone,Indiana
"36.3168767363, -96.699194634",Pawnee,Oklahoma
"44.47432886, -87.9928589857",Brown,Wisconsin
"38.2785594463, -90.1772845526",Monroe,Illinois
"35.3639599672, -78.0039971272",Wayne,North Carolina
"40.5609114012, -84.2217438305",Auglaize,Ohio
"40.657513472, -73.8388030183",Queens,New York
"38.2610713047, -90.5376891038",Jefferson,Missouri
"43.33611095, -78.7708246691",Niagara,New York
"43.2393780072, -103.527540829",Fall River,South Dakota
"42.0362403729, -94.3968169905",Greene,Iowa
"45.4187968009, -99.2153257614",Edmunds,South Dakota
"38.9064174884, -86.0375413468",Jackson,Indiana
"40.468833662, -79.9811946065",Allegheny,Pennsylvania
"46.9792551456, -98.958838067",Stutsman,North Dakota
"42.0798117536, -92.5325425886",Tama,Iowa
"30.6105780997, -81.7714179132",Nassau,Florida
"34.2439383654, -84.4761934266",Cherokee,Georgia
"40.4525990445, -92.1470474552",Scotland,Missouri
"41.2200386132, -98.5170946378",Howard,Nebraska
"45.6803836844, -90.3614492328",Price,Wisconsin
"38.0874838474, -99.897935995",Hodgeman,Kansas
"44.5628867649, -68.3682079676",Hancock,Maine
"34.0218460217, -80.9030859572",Richland,South Carolina
"42.9710217012, -114.811514939",Gooding,Idaho
"36.1265615389, -76.6021303656",Chowan,North Carolina
"37.3191787991, -102.560476646",Baca,Colorado
"31.9004024441, -97.6343490687",Bosque,Texas
"42.0687539209, -89.9343041982",Carroll,Illinois
"47.8716944124, -96.0953033903",Red Lake,Minnesota
"41.8213257512, -75.8006828963",Susquehanna,Pennsylvania
"42.1980879866, -74.9664662769",Delaware,New York
"40.0424384345, -76.2477042693",Lancaster,Pennsylvania
"38.6357242384, -90.245238047",St. Louis,Missouri
"45.5798653729, -117.181020009",Wallowa,Oregon
"37.1502697208, -76.2705623776",Poquoson,Virginia
"34.6920572921, -81.1595312709",Chester,South Carolina
"36.2151963075, -115.013561058",Clark,Nevada
"42.2573913511, -78.027560601",Allegany,New York
"34.3754273152, -83.2291886374",Franklin,Georgia
"38.4418035091, -84.3313958343",Harrison,Kentucky
"39.8537998099, -80.2228738585",Greene,Pennsylvania
"46.6082572906, -93.4154290883",Aitkin,Minnesota
"31.5523801522, -97.2017864999",McLennan,Texas
"36.4694088387, -86.4603553659",Sumner,Tennessee
"33.7815571316, -83.7338466262",Walton,Georgia
"44.0056617687, -72.3768216078",Orange,Vermont
"39.3069999343, -85.5011430488",Decatur,Indiana
"37.7877775498, -80.0061751875",Alleghany,Virginia
"43.6746303972, -96.2532076471",Rock,Minnesota
"38.9340476576, -83.8674279187",Brown,Ohio
"36.9325975948, -92.4988057662",Douglas,Missouri
"35.9109060184, -92.6995245166",Searcy,Arkansas
"33.4941024198, -89.6163956957",Montgomery,Mississippi
"33.1495558982, -95.5639501637",Hopkins,Texas
"34.1153249768, -94.7713788557",McCurtain,Oklahoma
"43.4197021208, -74.9624979781",Herkimer,New York
"36.2878738806, -83.8375139145",Union,Tennessee
"46.7007124229, -90.5645053525",Ashland,Wisconsin
"41.2340543656, -77.638105834",Clinton,Pennsylvania
"46.0528985901, -89.514845622",Vilas,Wisconsin
"42.0789535271, -91.5990228598",Linn,Iowa
"32.5099583696, -84.8770429861",Muscogee,Georgia
"39.5317400033, -95.3134446486",Atchison,Kansas
"36.906729139, -76.7091264828",Isle of Wight,Virginia
"43.3684799638, -88.2307624873",Washington,Wisconsin
"36.5011043566, -87.8384575868",Stewart,Tennessee
"39.9798357499, -108.217225788",Rio Blanco,Colorado
"40.2627443761, -103.809822237",Morgan,Colorado
"36.1306195485, -80.256300016",Forsyth,North Carolina
"41.4461591184, -76.5121412893",Sullivan,Pennsylvania
"39.7847320849, -98.2183408742",Jewell,Kansas
"35.8752484216, -98.4334742816",Blaine,Oklahoma
"47.1242661519, -120.679683235",Kittitas,Washington
"29.99980267, -104.240521679",Presidio,Texas
"39.349716037, -99.8832526271",Graham,Kansas
"32.5349201866, -86.642749235",Autauga,Alabama
"48.5487141288, -119.740857456",Okanogan,Washington
"39.5288947088, -79.2729932831",Garrett,Maryland
"18.3779439965, -67.0807617245",Moca,Puerto Rico
"38.47719455, -85.7072716297",Clark,Indiana
"44.4160919594, -88.464932258",Outagamie,Wisconsin
"35.5884840734, -94.2429568096",Crawford,Arkansas
"41.047767486, -100.745233846",Lincoln,Nebraska
"33.0775359877, -94.3435927798",Cass,Texas
"34.650325267, -89.9447795242",Tate,Mississippi
"41.3531364976, -90.1314083142",Henry,Illinois
"44.6458436266, -123.907654696",Lincoln,Oregon
"39.3561681629, -90.3904985092",Greene,Illinois
"31.1082936995, -93.1841466986",Vernon,Louisiana
"18.4495762857, -66.4877274773",Manatí,Puerto Rico
"36.7244585691, -81.9598229888",Washington,Virginia
"33.9364500127, -89.336445157",Calhoun,Mississippi
"46.3170555846, -90.264452745",Iron,Wisconsin
"45.4493130951, -83.5277564528",Presque Isle,Michigan
"41.7164225715, -74.7681429805",Sullivan,New York
"35.4751864248, -79.1714836119",Lee,North Carolina
"39.0453280683, -98.2076985187",Lincoln,Kansas
"33.6542354352, -84.0266082893",Rockdale,Georgia
"41.8515631921, -96.3286044718",Burt,Nebraska
"31.8696032448, -85.3931969755",Barbour,Alabama
"44.3542643029, -93.2966783051",Rice,Minnesota
"34.9167055034, -83.7372785445",Towns,Georgia
"39.4652776369, -80.8848251911",Tyler,West Virginia
"47.7361089311, -119.691774627",Douglas,Washington
"31.8885309869, -100.529910767",Coke,Texas
"34.1815553357, -77.865597569",New Hanover,North Carolina
"38.2158624014, -76.5290606633",St. Mary's,Maryland
"34.6404621514, -105.850819579",Torrance,New Mexico
"38.3020458533, -96.593928638",Chase,Kansas
"32.013224335, -81.4424722248",Bryan,Georgia
"39.178267375, -81.0629473806",Ritchie,West Virginia
"38.3570143624, -113.235717851",Beaver,Utah
"43.3350287366, -84.0531870389",Saginaw,Michigan
"18.343826453, -66.1140504606",Guaynabo,Puerto Rico
"37.7064741502, -83.0649145355",Magoffin,Kentucky
"31.4470737521, -104.517369966",Culberson,Texas
"31.929800968, -82.9389875255",Telfair,Georgia
"43.3785703546, -95.6236852015",Osceola,Iowa
"37.7531363894, -88.5407417954",Saline,Illinois
"37.7732676848, -86.4292775361",Breckinridge,Kentucky
"40.0158001655, -80.9885424488",Belmont,Ohio
"43.6743620902, -94.551070329",Martin,Minnesota
"41.7562548803, -89.9141029918",Whiteside,Illinois
"31.7686268414, -106.23481792",El Paso,Texas
"34.2514096075, -90.2891244706",Quitman,Mississippi
"31.1610674632, -91.3109179158",Wilkinson,Mississippi
"30.8797727288, -91.4200286829",West Feliciana,Louisiana
"39.7027072964, -112.784789329",Juab,Utah
"34.4855798533, -97.8515306642",Stephens,Oklahoma
"39.7977760151, -92.0766157427",Shelby,Missouri
"33.172974606, -102.827796072",Yoakum,Texas
"33.6023128883, -90.5886186268",Sunflower,Mississippi
"34.4750152607, -85.3452913609",Chattooga,Georgia
"38.0325101344, -85.3278488189",Spencer,Kentucky
"18.3170844647, -66.4202927626",Morovis,Puerto Rico
"46.9915439408, -88.6520579518",Houghton,Michigan
"35.447636026, -93.0341542751",Pope,Arkansas
"46.1484599385, -112.093784553",Jefferson,Montana
"38.8345659231, -77.2762195686",Fairfax,Virginia
"36.1184426301, -84.198463003",Anderson,Tennessee
"40.1894007554, -80.248244362",Washington,Pennsylvania
"47.350535135, -123.183009775",Mason,Washington
"47.0365253041, -113.923741221",Missoula,Montana
"41.6837548102, -94.5010550107",Guthrie,Iowa
"31.2132418055, -81.4936975935",Glynn,Georgia
"43.1923769434, -99.1856121911",Gregory,South Dakota
"33.2660636336, -81.4350227718",Barnwell,South Carolina
"34.0452544, -86.034762324",Etowah,Alabama
"44.3798321501, -91.7544696581",Buffalo,Wisconsin
"41.1175705357, -81.8997238467",Medina,Ohio
"46.5347308489, -118.898842401",Franklin,Washington
"41.226077466, -97.131768846",Butler,Nebraska
"30.6184688458, -86.1715163089",Walton,Florida
"46.6628779661, -87.5735241034",Marquette,Michigan
"42.8996847625, -98.7664619491",Boyd,Nebraska
"38.291547316, -84.5839338937",Scott,Kentucky
"36.4035128143, -84.1493845804",Campbell,Tennessee
"37.286581954, -107.843270687",La Plata,Colorado
"46.9482692108, -86.5721601717",Alger,Michigan
"18.1341807268, -67.1140222956",Hormigueros,Puerto Rico
"37.106351208, -93.8329365623",Lawrence,Missouri
"46.1079382983, -97.6307326898",Sargent,North Dakota
"39.5202961461, -88.2217534978",Coles,Illinois
"45.5860205994, -95.4444821595",Pope,Minnesota
"37.9390693081, -76.9408852763",Essex,Virginia
"35.4805846794, -104.815897957",San Miguel,New Mexico
"46.2086670875, -88.5305528694",Iron,Michigan
"35.580655379, -92.5156877897",Van Buren,Arkansas
"40.3884733432, -83.7658501734",Logan,Ohio
"38.6523289215, -95.726945141",Osage,Kansas
"31.3177325566, -95.4226771526",Houston,Texas
"33.347307069, -89.2483811971",Choctaw,Mississippi
"37.7627564124, -88.230465738",Gallatin,Illinois
"38.5984692441, -82.5367524098",Lawrence,Ohio
"42.5950284307, -85.3089680839",Barry,Michigan
"36.4019040049, -80.2395157151",Stokes,North Carolina
"39.6419410966, -83.0243916323",Pickaway,Ohio
"46.4573445763, -99.4774139048",Logan,North Dakota
"39.7694547721, -88.2173347046",Douglas,Illinois
"36.0948699143, -91.9134102959",Izard,Arkansas
"38.5054099582, -92.2816072464",Cole,Missouri
"39.5276701706, -91.5220242163",Ralls,Missouri
"33.1755486771, -95.2184193975",Franklin,Texas
"31.3228327133, -84.9036434233",Early,Georgia
"32.4002323469, -89.1188085187",Newton,Mississippi
"43.998861771, -76.052068666",Jefferson,New York
"33.9504748127, -90.1732642352",Tallahatchie,Mississippi
"32.3526480947, -106.832721302",Doña Ana,New Mexico
"45.2623443714, -89.0719088457",Langlade,Wisconsin
"42.7354936212, -95.1511488586",Buena Vista,Iowa
"32.039959396, -84.1970560516",Sumter,Georgia
"45.4566725027, -123.758664685",Tillamook,Oregon
"31.8691599476, -102.031609284",Midland,Texas
"38.4361880571, -78.873479236",Harrisonburg,Virginia
"37.8415087294, -86.7779252067",Hancock,Kentucky
"45.589722978, -98.3516118048",Brown,South Dakota
"38.8846594528, -95.2926063049",Douglas,Kansas
"31.2532716595, -96.9358470922",Falls,Texas
"36.2859716601, -87.7170356289",Houston,Tennessee
"36.6565173634, -81.2248910808",Grayson,Virginia
"35.8386956734, -111.770512718",Coconino,Arizona
"39.0196721892, -82.618382939",Jackson,Ohio
"32.3859736952, -85.6926686622",Macon,Alabama
"43.2853462355, -123.179556863",Douglas,Oregon
"44.4852469436, -69.1218807819",Waldo,Maine
"37.55848541, -95.3067923129",Neosho,Kansas
"38.5456646906, -82.9222922454",Greenup,Kentucky
"37.7958423573, -87.5731516422",Henderson,Kentucky
"18.3043195475, -66.3278966402",Corozal,Puerto Rico
"35.2903672637, -98.9922233091",Washita,Oklahoma
"39.0376284098, -76.0850360056",Queen Anne's,Maryland
"39.8264989183, -95.5642196557",Brown,Kansas
"18.2149040847, -66.4339884969",Orocovis,Puerto Rico
"36.1753512461, -82.8458266599",Greene,Tennessee
"48.7675154446, -97.5518190457",Pembina,North Dakota
"33.7436800499, -115.993845895",Riverside,California
"42.0362414924, -93.4650447654",Story,Iowa
"38.0520825054, -89.825176402",Randolph,Illinois
"34.3541370113, -83.4973801652",Banks,Georgia
"45.3782690825, -120.210685268",Gilliam,Oregon
"30.5434714704, -95.9855029797",Grimes,Texas
"35.9610853587, -95.5212091489",Wagoner,Oklahoma
"34.1167932846, -82.8400954979",Elbert,Georgia
"35.1986760952, -88.1844851879",Hardin,Tennessee
"32.1571759799, -83.7987668507",Dooly,Georgia
"35.6087114537, -84.9243960855",Rhea,Tennessee
"33.1766957792, -98.6877665573",Young,Texas
"33.615294221, -98.6876748071",Archer,Texas
"39.3338632113, -82.045128893",Athens,Ohio
"33.8806479609, -83.0807032108",Oglethorpe,Georgia
"40.6419821705, -91.4792643967",Lee,Iowa
"45.5875424692, -84.9814699602",Emmet,Michigan
"34.900298342, -94.7033667748",Le Flore,Oklahoma
"44.0763500067, -99.2049557543",Buffalo,South Dakota
"35.9876527999, -99.0079245072",Dewey,Oklahoma
"41.0279212756, -76.6585617307",Montour,Pennsylvania
"43.0009332766, -78.1937114415",Genesee,New York
"40.8727457976, -97.5971068674",York,Nebraska
"36.7419423399, -86.582320534",Simpson,Kentucky
"34.2900177408, -92.4235830486",Grant,Arkansas
"31.477145332, -90.8978501232",Franklin,Mississippi
"41.7449210564, -77.895814073",Potter,Pennsylvania
"35.9453881052, -97.9421091428",Kingfisher,Oklahoma
"45.0045756364, -93.4768864968",Hennepin,Minnesota
"39.5458317531, -89.2772543125",Christian,Illinois
"43.9898287022, -85.3252875939",Osceola,Michigan
"37.205360404, -79.0965107022",Campbell,Virginia
"37.8591931317, -113.289465841",Iron,Utah
"44.9058408356, -103.508040266",Butte,South Dakota
"37.2042660125, -77.3913375552",Petersburg,Virginia
"32.8064982238, -83.6974200138",Bibb,Georgia
"42.4665806561, -124.215220683",Curry,Oregon
"37.4362097341, -122.355663195",San Mateo,California
"46.9012020299, -117.523057733",Whitman,Washington
"37.8505815921, -94.3424415366",Vernon,Missouri
"39.2865595002, -104.13588983",Elbert,Colorado
"32.8703394239, -95.7933763474",Rains,Texas
"37.5621932698, -101.308021268",Grant,Kansas
"45.4260991444, -96.410918404",Big Stone,Minnesota
"37.6395779036, -84.5376342293",Garrard,Kentucky
"37.8466393565, -82.8315397747",Johnson,Kentucky
"45.1326999641, -112.898820016",Beaverhead,Montana
"46.291133814, -123.433469914",Wahkiakum,Washington
"40.5111130544, -99.4145428942",Phelps,Nebraska
"33.5938097958, -96.1068276828",Fannin,Texas
"39.7880806129, -95.1467942431",Doniphan,Kansas
"55.4885148595, -131.030510343",Ketchikan Gateway,Alaska
"35.7933524917, -80.2127487756",Davidson,North Carolina
"41.7721614458, -77.2542641766",Tioga,Pennsylvania
"41.4068465707, -118.111965828",Humboldt,Nevada
"38.8868296401, -89.4355442381",Bond,Illinois
"32.0016607751, -91.3400729965",Tensas,Louisiana
"37.764043073, -107.676147275",San Juan,Colorado
"42.4321558891, -122.728517877",Jackson,Oregon
"41.5490215572, -86.7423662187",LaPorte,Indiana
"39.0026980674, -87.7595511478",Crawford,Illinois
"41.60179891, -84.130079524",Fulton,Ohio
"43.3773984485, -93.2608475497",Worth,Iowa
"39.1034546659, -85.262386374",Ripley,Indiana
"37.9922926916, -88.9241655023",Franklin,Illinois
"32.9143722298, -85.3920429513",Chambers,Alabama
"36.1408328072, -85.495190724",Putnam,Tennessee
"48.792167798, -100.833304016",Bottineau,North Dakota
"44.0071075264, -95.1811530449",Cottonwood,Minnesota
"33.9972551652, -94.2412727038",Sevier,Arkansas
"61.1482627033, -149.188568553",Anchorage,Alaska
"40.8553982409, -84.5860991255",Van Wert,Ohio
"45.0073838126, -85.1758221578",Antrim,Michigan
"42.2484873981, -84.423437303",Jackson,Michigan
"30.7687104974, -89.5897506359",Pearl River,Mississippi
"38.9334528592, -84.5333168381",Kenton,Kentucky
"36.4411634364, -82.9446876646",Hawkins,Tennessee
"45.7055576976, -89.5218199491",Oneida,Wisconsin
"32.7325534614, -91.2350651111",East Carroll,Louisiana
"37.7201835062, -84.2779980048",Madison,Kentucky
"32.3790131031, -97.3663297978",Johnson,Texas
"41.0469632989, -86.2635836849",Fulton,Indiana
"32.3572296163, -90.852011211",Warren,Mississippi
"34.316890097, -83.81967864",Hall,Georgia
"39.599307179, -107.903956154",Garfield,Colorado
"18.0795649599, -66.8582828252",Yauco,Puerto Rico
"42.1351123414, -72.6316491133",Hampden,Massachusetts
"43.3779847631, -95.1508300608",Dickinson,Iowa
"38.7386464353, -77.8092394301",Fauquier,Virginia
"46.6354343394, -91.1806847226",Bayfield,Wisconsin
"38.1178916805, -83.0976163428",Elliott,Kentucky
"39.1511464297, -119.747422249",Carson City,Nevada
"31.8796370864, -109.751263137",Cochise,Arizona
"29.9499595746, -82.1687777662",Bradford,Florida
"31.2308171304, -89.8224429891",Marion,Mississippi
"18.0244444435, -66.7279463804",Peñuelas,Puerto Rico
"37.731927576, -79.3568295188",Buena Vista,Virginia
"46.096820597, -102.528498668",Adams,North Dakota
"30.7712321484, -94.3765939282",Tyler,Texas
"36.0105961, -104.944975073",Mora,New Mexico
"32.7014650504, -82.6600810997",Johnson,Georgia
"34.6778362856, -91.2038921969",Monroe,Arkansas
"38.0287775598, -81.0811920732",Fayette,West Virginia
"42.4212881344, -99.4499297346",Rock,Nebraska
"36.9171118758, -81.0786676313",Wythe,Virginia
"30.7390448597, -95.5722839299",Walker,Texas
"18.4557008482, -66.3966030173",Vega Baja,Puerto Rico
"32.1721824488, -83.168399978",Dodge,Georgia
"45.6673207505, -88.7703948628",Forest,Wisconsin
"40.261929702, -96.6894414425",Gage,Nebraska
"40.6673139262, -111.923601307",Salt Lake,Utah
"41.8064287933, -72.7328122495",Hartford,Connecticut
"40.5247823592, -101.06184392",Hayes,Nebraska
"41.4252272843, -78.6490862597",Elk,Pennsylvania
"37.0760435997, -76.5164553837",Newport News,Virginia
"35.4011632567, -100.812558034",Gray,Texas
"35.5992402368, -91.2145376687",Jackson,Arkansas
"43.4292261998, -70.6701460671",York,Maine
"33.0862934726, -89.5815415958",Attala,Mississippi
"41.2809264377, -86.6476485661",Starke,Indiana
"45.0170541432, -93.099606274",Ramsey,Minnesota
"48.0662320513, -96.0366682912",Pennington,Minnesota
"32.7399038738, -99.8787442497",Jones,Texas
"18.1252645849, -65.4323048679",Vieques,Puerto Rico
"41.3070676864, -104.689620569",Laramie,Wyoming
"32.3062117521, -100.921228654",Mitchell,Texas
"37.7825305611, -79.4438937578",Lexington,Virginia
"35.4849957203, -77.6757626742",Greene,North Carolina
"37.8110307874, -84.8744366862",Mercer,Kentucky
"40.1763448561, -98.9527962385",Franklin,Nebraska
"37.886670206, -95.7401677072",Woodson,Kansas
"46.856415378, -112.936158101",Powell,Montana
"62.160012711, -163.525464784",Kusilvak,Alaska
"34.2291655931, -90.602687016",Coahoma,Mississippi
"30.2242399397, -82.6215388925",Columbia,Florida
"33.1774899421, -99.2123698529",Throckmorton,Texas
"35.2622207059, -92.7013072101",Conway,Arkansas
"40.3607737937, -94.8834337255",Nodaway,Missouri
"46.456154939, -97.6574001918",Ransom,North Dakota
"35.5128264241, -84.8133871962",Meigs,Tennessee
"43.0825803991, -95.1509194224",Clay,Iowa
"37.258049088, -93.3419904743",Greene,Missouri
"40.6127008036, -75.5923694841",Lehigh,Pennsylvania
"43.0815577125, -93.2608184346",Cerro Gordo,Iowa
"30.722983086, -101.412147662",Crockett,Texas
"40.7246687188, -103.110095731",Logan,Colorado
"34.876034515, -95.2503733342",Latimer,Oklahoma
"39.4553161933, -81.4952544284",Washington,Ohio
"40.4835856225, -86.1169307298",Howard,Indiana
"36.8941807353, -87.4903805625",Christian,Kentucky
"44.3428004034, -86.3641128583",Manistee,Michigan
"36.7479021665, -101.490100072",Texas,Oklahoma
"33.3217673671, -83.3728413605",Putnam,Georgia
"35.6542570602, -88.3879869313",Henderson,Tennessee
"38.1753645383, -82.070392228",Lincoln,West Virginia
"35.4968698745, -89.7592441298",Tipton,Tennessee
"32.4804706054, -94.8169477887",Gregg,Texas
"38.8717218127, -75.8316009642",Caroline,Maryland
"41.3617078714, -83.6229779272",Wood,Ohio
"42.2847872565, -111.329738822",Bear Lake,Idaho
"29.3843544458, -96.9301524955",Lavaca,Texas
"39.7515988537, -82.6305889168",Fairfield,Ohio
"48.4820761134, -121.801606828",Skagit,Washington
"32.9986442965, -87.1264391014",Bibb,Alabama
"45.7086008724, -101.196869329",Corson,South Dakota
"38.5196362585, -84.8281098255",Owen,Kentucky
"43.6714440477, -91.4928319425",Houston,Minnesota
"38.3355978163, -84.0153305006",Nicholas,Kentucky
"34.6397559581, -80.1586830546",Chesterfield,South Carolina
"33.6130681109, -89.2848255762",Webster,Mississippi
"41.001938375, -83.6665354077",Hancock,Ohio
"38.4207190191, -77.4574003866",Stafford,Virginia
"40.1764332141, -98.4999473753",Webster,Nebraska
"28.4225359982, -99.756726125",Dimmit,Texas
"41.7723266607, -91.1324230468",Cedar,Iowa
"44.7600579518, -96.6679741404",Deuel,South Dakota
"43.3567673364, -92.3171989039",Howard,Iowa
"26.6475645688, -80.4365110484",Palm Beach,Florida
"44.4964021427, -75.0689522747",St. Lawrence,New York
"44.8582538926, -97.7294962958",Clark,South Dakota
"40.1762352358, -101.687961438",Dundy,Nebraska
"37.5728931402, -105.788288197",Alamosa,Colorado
"28.8475696914, -82.5201067311",Citrus,Florida
"33.6199254931, -79.7277120284",Williamsburg,South Carolina
"42.6684869829, -88.5419040709",Walworth,Wisconsin
"39.6255458453, -84.9251420286",Union,Indiana
"45.1523823451, -95.0047424624",Kandiyohi,Minnesota
"44.9694591011, -67.6090594873",Washington,Maine
"18.2110304405, -65.7360948748",Naguabo,Puerto Rico
"35.0175290075, -79.237290715",Hoke,North Carolina
"44.0221236545, -93.5872832229",Waseca,Minnesota
"45.8441976984, -115.46748731",Idaho,Idaho
"40.1763469163, -101.042272426",Hitchcock,Nebraska
"45.5167568769, -104.536158529",Carter,Montana
"48.0693970137, -99.3660130155",Benson,North Dakota
"41.334373461, -93.5613593647",Warren,Iowa
"40.9912143554, -80.3347070702",Lawrence,Pennsylvania
"37.7065960005, -77.0885455088",King William,Virginia
"43.1851621531, -124.093318775",Coos,Oregon
"32.7407276994, -102.635174091",Gaines,Texas
"30.2584988738, -91.3493631932",Iberville,Louisiana
"29.8116835857, -84.8004565948",Franklin,Florida
"48.8148829805, -103.48733562",Divide,North Dakota
"37.4712716191, -89.255127403",Union,Illinois
"32.3570482149, -80.6921989253",Beaufort,South Carolina
"43.2394623005, -90.9310479025",Crawford,Wisconsin
"33.6102061227, -101.820545838",Lubbock,Texas
"29.5812415277, -83.1870324531",Dixie,Florida
"32.9695357353, -82.7958991685",Washington,Georgia
"47.6206643185, -117.403947339",Spokane,Washington
"37.4055150245, -81.1114444602",Mercer,West Virginia
"30.6143960313, -87.3413643298",Escambia,Florida
"36.388599579, -97.2305066413",Noble,Oklahoma
"35.8392646425, -76.5693098876",Washington,North Carolina
"40.4562312432, -90.6778776624",McDonough,Illinois
"40.2875173476, -74.1582023922",Monmouth,New Jersey
"36.4082132934, -94.8026575137",Delaware,Oklahoma
"37.8552256175, -94.8492968396",Bourbon,Kansas
"35.3428473738, -118.729900424",Kern,California
"38.6998727176, -80.7192881391",Braxton,West Virginia
"36.0794717315, -79.7889042685",Guilford,North Carolina
"33.2808768859, -88.0886925942",Pickens,Alabama
"40.4850679408, -106.991193187",Routt,Colorado
"36.5831912624, -79.4088067684",Danville,Virginia
"38.7140255919, -81.3483495174",Roane,West Virginia
"42.3362603021, -89.1608658488",Winnebago,Illinois
"-14.3355554126, -170.784527256",Western,American Samoa
"27.0315726438, -98.2187211196",Brooks,Texas
"41.0331711391, -89.3447914374",Marshall,Illinois
"44.3370929481, -83.0853006647",Iosco,Michigan
"42.4930987798, -96.8677208272",Dixon,Nebraska
