State of Residence,County of Residence,Country of Birth,Admissions,latitude,longitude
Alaska,Anchorage,Australia,4.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Bulgaria,4.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Canada,5.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Chad,5.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,"China, People's Republic",11.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Colombia,10.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,"Congo, Democratic Republic",5.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Dominican Republic,80.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,El Salvador,5.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Gambia,6.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Germany,7.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,India,7.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Japan,6.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,"Korea, South",32.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Laos,4.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Mexico,46.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Nigeria,9.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Philippines,260.0,61.148262703300006,-149.18856855299998
Alaska,Anchorage,Russia,15.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Samoa,19.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Serbia,8.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Spain,5.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Sudan,7.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Tanzania,4.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Thailand,6.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Turkey,5.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Uganda,6.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,Ukraine,5.0,61.1482627033,-149.18856855299998
Alaska,Anchorage,United Kingdom,13.0,61.1482627033,-149.18856855299998
Arizona,Maricopa,Afghanistan,65.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Albania,17.0,33.3489778227,-112.491486812
Arizona,Maricopa,Algeria,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Argentina,16.0,33.3489778227,-112.491486812
Arizona,Maricopa,Armenia,4.0,33.3489778227,-112.491486812
Arizona,Maricopa,Australia,26.0,33.3489778227,-112.491486812
Arizona,Maricopa,Bangladesh,66.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Belarus,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Belize,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Bolivia,4.0,33.3489778227,-112.491486812
Arizona,Maricopa,Bosnia and Herzegovina,23.0,33.3489778227,-112.491486812
Arizona,Maricopa,Brazil,101.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Bulgaria,16.0,33.3489778227,-112.491486812
Arizona,Maricopa,Burma,51.0,33.3489778227,-112.491486812
Arizona,Maricopa,Burundi,31.0,33.3489778227,-112.491486812
Arizona,Maricopa,Cambodia,14.0,33.3489778227,-112.491486812
Arizona,Maricopa,Cameroon,30.0,33.3489778227,-112.491486812
Arizona,Maricopa,Canada,263.0,33.3489778227,-112.49148681199998
Arizona,Maricopa,Central African Republic,8.0,33.3489778227,-112.491486812
Arizona,Maricopa,Chile,10.0,33.3489778227,-112.491486812
Arizona,Maricopa,"China, People's Republic",376.0,33.3489778227,-112.49148681199998
Arizona,Maricopa,Colombia,92.0,33.3489778227,-112.491486812
Arizona,Maricopa,"Congo, Democratic Republic",281.0,33.3489778227,-112.491486812
Arizona,Maricopa,"Congo, Republic",4.0,33.3489778227,-112.491486812
Arizona,Maricopa,Costa Rica,29.0,33.3489778227,-112.491486812
Arizona,Maricopa,Cote d'Ivoire,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Cuba,421.0,33.3489778227,-112.491486812
Arizona,Maricopa,Czechia,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Dominican Republic,71.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Ecuador,17.0,33.3489778227,-112.491486812
Arizona,Maricopa,Egypt,37.0,33.3489778227,-112.491486812
Arizona,Maricopa,El Salvador,136.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Eritrea,26.0,33.3489778227,-112.491486812
Arizona,Maricopa,Ethiopia,75.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,France,27.0,33.3489778227,-112.491486812
Arizona,Maricopa,Germany,56.0,33.3489778227,-112.491486812
Arizona,Maricopa,Ghana,35.0,33.3489778227,-112.491486812
Arizona,Maricopa,Greece,4.0,33.3489778227,-112.491486812
Arizona,Maricopa,Guatemala,121.0,33.3489778227,-112.49148681199998
Arizona,Maricopa,Guinea,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Haiti,17.0,33.3489778227,-112.491486812
Arizona,Maricopa,Honduras,97.0,33.3489778227,-112.491486812
Arizona,Maricopa,Hungary,9.0,33.3489778227,-112.491486812
Arizona,Maricopa,India,581.0,33.3489778227,-112.49148681199998
Arizona,Maricopa,Indonesia,28.0,33.3489778227,-112.491486812
Arizona,Maricopa,Iran,65.0,33.3489778227,-112.491486812
Arizona,Maricopa,Iraq,242.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Ireland,15.0,33.3489778227,-112.491486812
Arizona,Maricopa,Israel,22.0,33.3489778227,-112.491486812
Arizona,Maricopa,Italy,21.0,33.3489778227,-112.491486812
Arizona,Maricopa,Jamaica,53.0,33.3489778227,-112.491486812
Arizona,Maricopa,Japan,36.0,33.3489778227,-112.491486812
Arizona,Maricopa,Jordan,41.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Kazakhstan,7.0,33.3489778227,-112.491486812
Arizona,Maricopa,Kenya,75.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,"Korea, South",127.0,33.3489778227,-112.49148681199998
Arizona,Maricopa,Kosovo,4.0,33.3489778227,-112.491486812
Arizona,Maricopa,Kuwait,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Lebanon,29.0,33.3489778227,-112.491486812
Arizona,Maricopa,Liberia,37.0,33.3489778227,-112.491486812
Arizona,Maricopa,Libya,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Malawi,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Malaysia,31.0,33.3489778227,-112.491486812
Arizona,Maricopa,Mexico,5299.0,33.34897782270001,-112.49148681199996
Arizona,Maricopa,Moldova,19.0,33.3489778227,-112.491486812
Arizona,Maricopa,Morocco,17.0,33.3489778227,-112.491486812
Arizona,Maricopa,Nepal,61.0,33.3489778227,-112.49148681199998
Arizona,Maricopa,Netherlands,18.0,33.3489778227,-112.491486812
Arizona,Maricopa,New Zealand,6.0,33.3489778227,-112.491486812
Arizona,Maricopa,Nicaragua,25.0,33.3489778227,-112.491486812
Arizona,Maricopa,Nigeria,93.0,33.3489778227,-112.491486812
Arizona,Maricopa,North Macedonia (formerly Macedonia),7.0,33.3489778227,-112.491486812
Arizona,Maricopa,Pakistan,41.0,33.3489778227,-112.491486812
Arizona,Maricopa,Panama,9.0,33.3489778227,-112.491486812
Arizona,Maricopa,Peru,42.0,33.3489778227,-112.491486812
Arizona,Maricopa,Philippines,580.0,33.34897782270001,-112.49148681199996
Arizona,Maricopa,Poland,39.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Romania,62.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Russia,49.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Rwanda,73.0,33.3489778227,-112.491486812
Arizona,Maricopa,Saudi Arabia,25.0,33.3489778227,-112.491486812
Arizona,Maricopa,Senegal,7.0,33.3489778227,-112.491486812
Arizona,Maricopa,Serbia,44.0,33.3489778227,-112.491486812
Arizona,Maricopa,Sierra Leone,16.0,33.3489778227,-112.491486812
Arizona,Maricopa,Singapore,8.0,33.3489778227,-112.491486812
Arizona,Maricopa,Somalia,51.0,33.3489778227,-112.491486812
Arizona,Maricopa,South Africa,33.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,South Sudan,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Soviet Union (former),7.0,33.3489778227,-112.491486812
Arizona,Maricopa,Spain,14.0,33.3489778227,-112.491486812
Arizona,Maricopa,Sri Lanka,4.0,33.3489778227,-112.491486812
Arizona,Maricopa,Sudan,62.0,33.3489778227,-112.491486812
Arizona,Maricopa,Sweden,7.0,33.3489778227,-112.491486812
Arizona,Maricopa,Switzerland,8.0,33.3489778227,-112.491486812
Arizona,Maricopa,Syria,94.0,33.3489778227,-112.491486812
Arizona,Maricopa,Taiwan,25.0,33.3489778227,-112.491486812
Arizona,Maricopa,Tanzania,127.0,33.3489778227,-112.491486812
Arizona,Maricopa,Thailand,48.0,33.3489778227,-112.491486812
Arizona,Maricopa,Togo,9.0,33.3489778227,-112.491486812
Arizona,Maricopa,Trinidad and Tobago,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Turkey,43.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Uganda,80.0,33.3489778227,-112.491486812
Arizona,Maricopa,Ukraine,38.0,33.3489778227,-112.491486812
Arizona,Maricopa,United Arab Emirates,4.0,33.3489778227,-112.491486812
Arizona,Maricopa,United Kingdom,119.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,United States,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Unknown,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Uruguay,5.0,33.3489778227,-112.491486812
Arizona,Maricopa,Uzbekistan,4.0,33.3489778227,-112.491486812
Arizona,Maricopa,Venezuela,73.0,33.3489778227,-112.49148681199998
Arizona,Maricopa,Vietnam,496.0,33.3489778227,-112.49148681199999
Arizona,Maricopa,Zambia,7.0,33.3489778227,-112.491486812
Arizona,Pima,Afghanistan,22.0,32.097399026,-111.78986349899999
Arizona,Pima,Brazil,25.0,32.097399026,-111.78986349899999
Arizona,Pima,Burundi,37.0,32.097399026,-111.78986349899999
Arizona,Pima,Cameroon,19.0,32.097399026,-111.78986349899999
Arizona,Pima,Canada,33.0,32.097399026,-111.78986349899999
Arizona,Pima,Central African Republic,6.0,32.097399026,-111.78986349899999
Arizona,Pima,"China, People's Republic",61.0,32.097399026,-111.78986349899999
Arizona,Pima,Colombia,12.0,32.097399026,-111.78986349899999
Arizona,Pima,"Congo, Democratic Republic",82.0,32.097399026,-111.78986349899999
Arizona,Pima,"Congo, Republic",11.0,32.097399026,-111.78986349899999
Arizona,Pima,Cuba,8.0,32.097399026,-111.78986349899999
Arizona,Pima,Egypt,5.0,32.097399026,-111.78986349899999
Arizona,Pima,El Salvador,5.0,32.097399026,-111.78986349899999
Arizona,Pima,Eritrea,8.0,32.097399026,-111.78986349899999
Arizona,Pima,Ethiopia,14.0,32.097399026,-111.78986349899999
Arizona,Pima,Germany,8.0,32.097399026,-111.78986349899999
Arizona,Pima,Ghana,15.0,32.097399026,-111.78986349899999
Arizona,Pima,Guatemala,8.0,32.097399026,-111.78986349899999
Arizona,Pima,Honduras,9.0,32.097399026,-111.78986349899999
Arizona,Pima,India,37.0,32.097399026,-111.78986349899999
Arizona,Pima,Iran,5.0,32.097399026,-111.78986349899999
Arizona,Pima,Iraq,36.0,32.097399026,-111.78986349899999
Arizona,Pima,Italy,5.0,32.097399026,-111.78986349899999
Arizona,Pima,Japan,7.0,32.097399026,-111.78986349899999
Arizona,Pima,Kenya,9.0,32.097399026,-111.78986349899999
Arizona,Pima,"Korea, South",34.0,32.097399026,-111.78986349899999
Arizona,Pima,Kyrgyzstan,4.0,32.097399026,-111.78986349899999
Arizona,Pima,Mexico,1138.0,32.097399026,-111.78986349899999
Arizona,Pima,Nepal,9.0,32.097399026,-111.78986349899999
Arizona,Pima,Pakistan,4.0,32.097399026,-111.78986349899999
Arizona,Pima,Philippines,93.0,32.097399026,-111.78986349899999
Arizona,Pima,Rwanda,25.0,32.097399026,-111.78986349899999
Arizona,Pima,Saudi Arabia,4.0,32.097399026,-111.78986349899999
Arizona,Pima,Somalia,14.0,32.097399026,-111.78986349899999
Arizona,Pima,Sudan,16.0,32.097399026,-111.78986349899999
Arizona,Pima,Syria,55.0,32.097399026,-111.78986349899999
Arizona,Pima,Taiwan,7.0,32.097399026,-111.78986349899999
Arizona,Pima,Tanzania,48.0,32.097399026,-111.78986349899999
Arizona,Pima,Thailand,4.0,32.097399026,-111.78986349899999
Arizona,Pima,Turkey,11.0,32.097399026,-111.78986349899999
Arizona,Pima,Uganda,24.0,32.097399026,-111.78986349899999
Arizona,Pima,United Kingdom,12.0,32.097399026,-111.78986349899999
Arizona,Pima,Uzbekistan,5.0,32.097399026,-111.78986349899999
Arizona,Pima,Venezuela,8.0,32.097399026,-111.78986349899999
Arizona,Pima,Vietnam,62.0,32.097399026,-111.78986349899999
Arizona,Pima,Zambia,4.0,32.097399026,-111.78986349899999
Arizona,Yuma,El Salvador,9.0,32.7696188927,-113.90561875700001
Arizona,Yuma,Mexico,1050.0,32.7696188927,-113.90561875699998
Arizona,Yuma,Pakistan,7.0,32.7696188927,-113.90561875700001
Arizona,Yuma,Philippines,9.0,32.7696188927,-113.90561875700001
California,Alameda,Afghanistan,337.0,37.650493026499994,-121.91799896600001
California,Alameda,Algeria,48.0,37.6504930265,-121.917998966
California,Alameda,Argentina,9.0,37.6504930265,-121.917998966
California,Alameda,Armenia,8.0,37.6504930265,-121.917998966
California,Alameda,Australia,27.0,37.6504930265,-121.91799896599998
California,Alameda,Austria,4.0,37.6504930265,-121.917998966
California,Alameda,Bangladesh,16.0,37.6504930265,-121.917998966
California,Alameda,Belarus,5.0,37.6504930265,-121.917998966
California,Alameda,Bosnia and Herzegovina,4.0,37.6504930265,-121.917998966
California,Alameda,Brazil,102.0,37.650493026499994,-121.91799896600001
California,Alameda,Bulgaria,4.0,37.6504930265,-121.917998966
California,Alameda,Burma,123.0,37.650493026499994,-121.91799896600001
California,Alameda,Cambodia,24.0,37.6504930265,-121.91799896599998
California,Alameda,Cameroon,8.0,37.6504930265,-121.917998966
California,Alameda,Canada,108.0,37.6504930265,-121.917998966
California,Alameda,Chile,20.0,37.6504930265,-121.91799896599998
California,Alameda,"China, People's Republic",2267.0,37.650493026499994,-121.91799896599998
California,Alameda,Colombia,33.0,37.6504930265,-121.91799896599998
California,Alameda,"Congo, Democratic Republic",6.0,37.6504930265,-121.917998966
California,Alameda,Cuba,7.0,37.6504930265,-121.917998966
California,Alameda,Denmark,10.0,37.6504930265,-121.917998966
California,Alameda,Dominican Republic,11.0,37.6504930265,-121.917998966
California,Alameda,Egypt,49.0,37.650493026499994,-121.91799896600001
California,Alameda,El Salvador,468.0,37.650493026499994,-121.917998966
California,Alameda,Eritrea,197.0,37.650493026499994,-121.91799896600001
California,Alameda,Ethiopia,143.0,37.650493026499994,-121.91799896600001
California,Alameda,Fiji,82.0,37.650493026499994,-121.91799896600001
California,Alameda,France,64.0,37.6504930265,-121.917998966
California,Alameda,Germany,50.0,37.6504930265,-121.917998966
California,Alameda,Ghana,14.0,37.6504930265,-121.91799896599998
California,Alameda,Greece,8.0,37.6504930265,-121.917998966
California,Alameda,Guatemala,497.0,37.650493026499994,-121.91799896600001
California,Alameda,Honduras,97.0,37.650493026499994,-121.91799896600001
California,Alameda,Hong Kong,88.0,37.650493026499994,-121.91799896600001
California,Alameda,Hungary,4.0,37.6504930265,-121.917998966
California,Alameda,India,1813.0,37.650493026499994,-121.91799896599998
California,Alameda,Indonesia,10.0,37.6504930265,-121.917998966
California,Alameda,Iran,71.0,37.650493026499994,-121.91799896600001
California,Alameda,Iraq,7.0,37.6504930265,-121.917998966
California,Alameda,Ireland,10.0,37.6504930265,-121.917998966
California,Alameda,Israel,37.0,37.6504930265,-121.917998966
California,Alameda,Italy,31.0,37.6504930265,-121.91799896599998
California,Alameda,Japan,38.0,37.6504930265,-121.91799896599998
California,Alameda,Jordan,12.0,37.6504930265,-121.917998966
California,Alameda,Kazakhstan,14.0,37.6504930265,-121.917998966
California,Alameda,Kenya,13.0,37.6504930265,-121.91799896599998
California,Alameda,"Korea, South",218.0,37.650493026499994,-121.917998966
California,Alameda,Kuwait,4.0,37.6504930265,-121.917998966
California,Alameda,Liberia,5.0,37.6504930265,-121.917998966
California,Alameda,Lithuania,6.0,37.6504930265,-121.917998966
California,Alameda,Macau,5.0,37.6504930265,-121.917998966
California,Alameda,Malaysia,32.0,37.6504930265,-121.917998966
California,Alameda,Mexico,1470.0,37.650493026499994,-121.91799896599998
California,Alameda,Mongolia,31.0,37.6504930265,-121.917998966
California,Alameda,Morocco,11.0,37.6504930265,-121.917998966
California,Alameda,Nepal,116.0,37.650493026499994,-121.91799896600001
California,Alameda,Netherlands,14.0,37.6504930265,-121.917998966
California,Alameda,New Zealand,6.0,37.6504930265,-121.917998966
California,Alameda,Nicaragua,50.0,37.6504930265,-121.917998966
California,Alameda,Nigeria,83.0,37.650493026499994,-121.91799896600001
California,Alameda,Pakistan,155.0,37.650493026499994,-121.91799896600001
California,Alameda,Peru,56.0,37.6504930265,-121.917998966
California,Alameda,Philippines,981.0,37.650493026499994,-121.917998966
California,Alameda,Poland,20.0,37.6504930265,-121.91799896599998
California,Alameda,Romania,8.0,37.6504930265,-121.917998966
California,Alameda,Russia,113.0,37.650493026499994,-121.91799896600001
California,Alameda,Saudi Arabia,21.0,37.6504930265,-121.91799896599998
California,Alameda,Senegal,12.0,37.6504930265,-121.91799896599998
California,Alameda,Singapore,8.0,37.6504930265,-121.917998966
California,Alameda,Slovenia,6.0,37.6504930265,-121.917998966
California,Alameda,South Africa,16.0,37.6504930265,-121.91799896599998
California,Alameda,Soviet Union (former),16.0,37.6504930265,-121.91799896599998
California,Alameda,Spain,29.0,37.6504930265,-121.917998966
California,Alameda,Sri Lanka,9.0,37.6504930265,-121.917998966
California,Alameda,Sudan,32.0,37.6504930265,-121.917998966
California,Alameda,Sweden,9.0,37.6504930265,-121.917998966
California,Alameda,Switzerland,5.0,37.6504930265,-121.917998966
California,Alameda,Syria,17.0,37.6504930265,-121.917998966
California,Alameda,Taiwan,241.0,37.650493026499994,-121.917998966
California,Alameda,Tajikistan,6.0,37.6504930265,-121.917998966
California,Alameda,Thailand,29.0,37.6504930265,-121.91799896599998
California,Alameda,Tonga,15.0,37.6504930265,-121.917998966
California,Alameda,Tunisia,6.0,37.6504930265,-121.917998966
California,Alameda,Turkey,44.0,37.6504930265,-121.917998966
California,Alameda,Uganda,6.0,37.6504930265,-121.917998966
California,Alameda,Ukraine,67.0,37.650493026499994,-121.91799896600001
California,Alameda,United Arab Emirates,5.0,37.6504930265,-121.917998966
California,Alameda,United Kingdom,96.0,37.6504930265,-121.917998966
California,Alameda,Uruguay,4.0,37.6504930265,-121.917998966
California,Alameda,Venezuela,15.0,37.6504930265,-121.91799896599998
California,Alameda,Vietnam,641.0,37.650493026499994,-121.917998966
California,Alameda,Yemen,144.0,37.650493026499994,-121.91799896600001
California,Contra Costa,Afghanistan,204.0,37.9233794475,-121.95107311299999
California,Contra Costa,Algeria,87.0,37.9233794475,-121.95107311299999
California,Contra Costa,Argentina,14.0,37.9233794475,-121.95107311299999
California,Contra Costa,Australia,6.0,37.9233794475,-121.95107311299999
California,Contra Costa,Belarus,25.0,37.9233794475,-121.95107311299999
California,Contra Costa,Brazil,81.0,37.9233794475,-121.95107311299998
California,Contra Costa,Bulgaria,6.0,37.9233794475,-121.95107311299999
California,Contra Costa,Burma,16.0,37.9233794475,-121.95107311299999
California,Contra Costa,Cambodia,8.0,37.9233794475,-121.95107311299999
California,Contra Costa,Cameroon,13.0,37.9233794475,-121.95107311299999
California,Contra Costa,Canada,71.0,37.9233794475,-121.95107311299998
California,Contra Costa,"China, People's Republic",624.0,37.9233794475,-121.95107311299996
California,Contra Costa,Colombia,19.0,37.9233794475,-121.95107311299999
California,Contra Costa,Costa Rica,6.0,37.9233794475,-121.95107311299999
California,Contra Costa,Cuba,10.0,37.9233794475,-121.95107311299999
California,Contra Costa,Dominican Republic,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Ecuador,13.0,37.9233794475,-121.95107311299999
California,Contra Costa,Egypt,45.0,37.9233794475,-121.95107311299998
California,Contra Costa,El Salvador,388.0,37.9233794475,-121.95107311299998
California,Contra Costa,Eritrea,9.0,37.9233794475,-121.95107311299999
California,Contra Costa,Ethiopia,24.0,37.9233794475,-121.95107311299999
California,Contra Costa,Fiji,16.0,37.9233794475,-121.95107311299999
California,Contra Costa,France,23.0,37.9233794475,-121.95107311299999
California,Contra Costa,Germany,12.0,37.9233794475,-121.95107311299999
California,Contra Costa,Ghana,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Guatemala,109.0,37.9233794475,-121.95107311299999
California,Contra Costa,Honduras,48.0,37.9233794475,-121.95107311299999
California,Contra Costa,Hong Kong,15.0,37.9233794475,-121.95107311299999
California,Contra Costa,Hungary,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,India,570.0,37.9233794475,-121.95107311299998
California,Contra Costa,Indonesia,13.0,37.9233794475,-121.95107311299999
California,Contra Costa,Iran,54.0,37.9233794475,-121.95107311299998
California,Contra Costa,Iraq,12.0,37.9233794475,-121.95107311299999
California,Contra Costa,Ireland,9.0,37.9233794475,-121.95107311299999
California,Contra Costa,Israel,19.0,37.9233794475,-121.95107311299999
California,Contra Costa,Italy,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Japan,15.0,37.9233794475,-121.95107311299999
California,Contra Costa,Jordan,5.0,37.9233794475,-121.95107311299999
California,Contra Costa,Kazakhstan,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Kenya,8.0,37.9233794475,-121.95107311299999
California,Contra Costa,"Korea, South",123.0,37.9233794475,-121.95107311299999
California,Contra Costa,Laos,6.0,37.9233794475,-121.95107311299999
California,Contra Costa,Mexico,997.0,37.9233794475,-121.95107311299996
California,Contra Costa,Moldova,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Mongolia,17.0,37.9233794475,-121.95107311299999
California,Contra Costa,Morocco,15.0,37.9233794475,-121.95107311299999
California,Contra Costa,Nepal,140.0,37.9233794475,-121.95107311299999
California,Contra Costa,Nicaragua,44.0,37.9233794475,-121.95107311299999
California,Contra Costa,Nigeria,61.0,37.9233794475,-121.95107311299999
California,Contra Costa,Pakistan,120.0,37.9233794475,-121.95107311299999
California,Contra Costa,Peru,101.0,37.9233794475,-121.95107311299999
California,Contra Costa,Philippines,564.0,37.9233794475,-121.95107311299998
California,Contra Costa,Poland,13.0,37.9233794475,-121.95107311299999
California,Contra Costa,Romania,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Russia,74.0,37.9233794475,-121.95107311299999
California,Contra Costa,Saudi Arabia,8.0,37.9233794475,-121.95107311299999
California,Contra Costa,Singapore,7.0,37.9233794475,-121.95107311299999
California,Contra Costa,South Africa,14.0,37.9233794475,-121.95107311299999
California,Contra Costa,Soviet Union (former),6.0,37.9233794475,-121.95107311299999
California,Contra Costa,Spain,20.0,37.9233794475,-121.95107311299999
California,Contra Costa,Sri Lanka,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Sweden,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Syria,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Taiwan,43.0,37.9233794475,-121.95107311299999
California,Contra Costa,Thailand,25.0,37.9233794475,-121.95107311299999
California,Contra Costa,Tonga,9.0,37.9233794475,-121.95107311299999
California,Contra Costa,Trinidad and Tobago,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Turkey,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Turkmenistan,4.0,37.9233794475,-121.95107311299999
California,Contra Costa,Uganda,7.0,37.9233794475,-121.95107311299999
California,Contra Costa,Ukraine,47.0,37.9233794475,-121.95107311299999
California,Contra Costa,United Kingdom,70.0,37.9233794475,-121.95107311299999
California,Contra Costa,Uzbekistan,10.0,37.9233794475,-121.95107311299999
California,Contra Costa,Venezuela,9.0,37.9233794475,-121.95107311299999
California,Contra Costa,Vietnam,183.0,37.9233794475,-121.95107311299999
California,Contra Costa,Yemen,38.0,37.9233794475,-121.95107311299998
California,Fresno,Armenia,31.0,36.758180126300005,-119.64932263200001
California,Fresno,Bangladesh,4.0,36.758180126300005,-119.64932263200001
California,Fresno,Brazil,5.0,36.758180126300005,-119.64932263200001
California,Fresno,Cambodia,24.0,36.758180126300005,-119.64932263200001
California,Fresno,Canada,14.0,36.758180126300005,-119.64932263200001
California,Fresno,"China, People's Republic",89.0,36.75818012630001,-119.64932263200001
California,Fresno,Colombia,5.0,36.758180126300005,-119.64932263200001
California,Fresno,Egypt,8.0,36.758180126300005,-119.64932263200001
California,Fresno,El Salvador,132.0,36.758180126300005,-119.64932263200001
California,Fresno,Ethiopia,4.0,36.758180126300005,-119.64932263200001
California,Fresno,Germany,6.0,36.758180126300005,-119.64932263200001
California,Fresno,Honduras,23.0,36.758180126300005,-119.64932263200001
California,Fresno,Iceland,4.0,36.758180126300005,-119.64932263200001
California,Fresno,India,618.0,36.7581801263,-119.64932263199998
California,Fresno,Iraq,7.0,36.758180126300005,-119.64932263200001
California,Fresno,Jordan,25.0,36.758180126300005,-119.64932263200001
California,Fresno,"Korea, South",15.0,36.758180126300005,-119.64932263200001
California,Fresno,Laos,40.0,36.758180126300005,-119.64932263200001
California,Fresno,Lebanon,18.0,36.758180126300005,-119.64932263200001
California,Fresno,Libya,5.0,36.758180126300005,-119.64932263200001
California,Fresno,Mexico,1498.0,36.7581801263,-119.64932263199998
California,Fresno,Nicaragua,5.0,36.758180126300005,-119.64932263200001
California,Fresno,Nigeria,19.0,36.758180126300005,-119.64932263200001
California,Fresno,Pakistan,9.0,36.758180126300005,-119.64932263200001
California,Fresno,Philippines,104.0,36.758180126300005,-119.64932263200001
California,Fresno,Saudi Arabia,6.0,36.758180126300005,-119.64932263200001
California,Fresno,South Africa,5.0,36.758180126300005,-119.64932263200001
California,Fresno,Syria,68.0,36.758180126300005,-119.64932263200001
California,Fresno,Thailand,6.0,36.758180126300005,-119.64932263200001
California,Fresno,Turkey,4.0,36.758180126300005,-119.64932263200001
California,Fresno,Ukraine,7.0,36.758180126300005,-119.64932263200001
California,Fresno,United Kingdom,10.0,36.758180126300005,-119.64932263200001
California,Fresno,Vietnam,75.0,36.758180126300005,-119.64932263200001
California,Fresno,Yemen,69.0,36.758180126300005,-119.64932263200001
California,Imperial,El Salvador,10.0,33.0395904342,-115.365336962
California,Imperial,India,13.0,33.0395904342,-115.365336962
California,Imperial,Mexico,1215.0,33.0395904342,-115.365336962
California,Imperial,Philippines,4.0,33.0395904342,-115.365336962
California,Imperial,Vietnam,4.0,33.0395904342,-115.365336962
California,Kern,Afghanistan,5.0,35.3428473738,-118.729900424
California,Kern,Brazil,6.0,35.3428473738,-118.729900424
California,Kern,Cambodia,9.0,35.3428473738,-118.729900424
California,Kern,Canada,13.0,35.3428473738,-118.729900424
California,Kern,Chile,4.0,35.3428473738,-118.729900424
California,Kern,"China, People's Republic",9.0,35.3428473738,-118.729900424
California,Kern,Colombia,5.0,35.3428473738,-118.729900424
California,Kern,Egypt,14.0,35.3428473738,-118.729900424
California,Kern,El Salvador,151.0,35.3428473738,-118.729900424
California,Kern,France,4.0,35.3428473738,-118.729900424
California,Kern,Germany,4.0,35.3428473738,-118.729900424
California,Kern,Ghana,4.0,35.3428473738,-118.729900424
California,Kern,Guatemala,22.0,35.3428473738,-118.729900424
California,Kern,Honduras,10.0,35.3428473738,-118.729900424
